X,Y,OBJECTID,NCESSCH,SURVYEAR,STABR,LEAID,ST_LEAID,LEA_NAME,SCH_NAME,LSTREET1,LSTREET2,LCITY,LSTATE,LZIP,LZIP4,PHONE,CHARTER_TEXT,MAGNET_TEXT,VIRTUAL,GSLO,GSHI,SCHOOL_LEVEL,TITLEI,STITLEI,STATUS,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,ULOCALE,NMCNTY,TOTFRL,FRELCH,REDLCH,PK,KG,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,UG,AE,TOTMENROL,TOTFENROL,TOTAL,MEMBER,FTE,STUTERATIO,AMALM,AMALF,AM,ASALM,ASALF,AS,BLALM,BLALF,BL,HPALM,HPALF,HP,HIALM,HIALF,HI,TRALM,TRALF,TR,WHALM,WHALF,WH,LATCOD,LONCOD
-122.35945,47.748677,94956,530513000000.0,2020-2021,WA,5305130,WA-31103,Monroe School District,Shoreline-Monroe High School,16101  Greenwood AVE N,,Shoreline,WA,98133,    ,(360)804-2500,No,No,Not Virtual,9,12,High,2-No,N,1,Alternative Education School,Currently operational ,21-Suburb: Large,King County,41.0,39.0,2.0,,,,,,,,,,,0.0,0.0,13.0,236.0,,,,,,249.0,249.0,,-1.0,0.0,2.0,2.0,5.0,1.0,6.0,12.0,6.0,18.0,0.0,0.0,0.0,28.0,22.0,50.0,12.0,14.0,26.0,81.0,65.0,146.0,47.748677,-122.359447
-121.96886,47.854434,94957,530513000000.0,2020-2021,WA,5305130,WA-31103,Monroe School District,Youth Re-Engagement,200 E Fremont,,Monroe,WA,98272,    ,(360)804-2500,No,No,Not Virtual,9,12,High,2-No,N,1,Alternative Education School,Currently operational ,21-Suburb: Large,Snohomish County,33.0,27.0,6.0,,,,,,,,,,,0.0,0.0,12.0,235.0,,,,,,247.0,247.0,,-1.0,1.0,6.0,7.0,3.0,2.0,5.0,6.0,7.0,13.0,0.0,0.0,0.0,12.0,23.0,35.0,1.0,4.0,5.0,75.0,107.0,182.0,47.854434,-121.968864
-123.5977,46.9842,94959,530516000000.0,2020-2021,WA,5305160,WA-14066,Montesano School District,Montesano Jr-Sr High,303 North Church,,Montesano,WA,98563,2504,(360)249-4041,No,No,Supplemental Virtual,7,12,High,1-Yes,2-No,1,Regular school,Currently operational ,32-Town: Distant,Grays Harbor County,230.0,180.0,50.0,,,,,,,,,119.0,129.0,98.0,115.0,108.0,123.0,,,,,,692.0,692.0,36.18999863,19.12,5.0,7.0,12.0,4.0,2.0,6.0,2.0,3.0,5.0,,,,46.0,40.0,86.0,25.0,24.0,49.0,278.0,256.0,534.0,46.9842,-123.5977
-122.2722,46.5528,94962,530519000000.0,2020-2021,WA,5305190,WA-21214,Morton School District,Morton Junior-Senior High,152 WESTLAKE AVE,,MORTON,WA,98356,30,(360)496-5137,No,No,Supplemental Virtual,7,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,43-Rural: Remote,Lewis County,77.0,70.0,7.0,,,,,,,,,31.0,18.0,20.0,28.0,28.0,27.0,,,,,,152.0,152.0,12.40999985,12.25,,1.0,1.0,2.0,1.0,3.0,,,,,,,12.0,13.0,25.0,9.0,4.0,13.0,62.0,48.0,110.0,46.5528,-122.2722
-119.26583,47.111943,94969,530522000000.0,2020-2021,WA,5305220,WA-13161,Moses Lake School District,Moses Lake High School,803 E. SHARON AVE.,,MOSES LAKE,WA,98837,    ,(509)766-2666,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,33-Town: Remote,Grant County,1417.0,1104.0,313.0,,,,,,,,,,,642.0,651.0,565.0,561.0,,,,,,2419.0,2419.0,97.40000153,24.84,1.0,,1.0,14.0,22.0,36.0,14.0,21.0,35.0,2.0,,2.0,593.0,586.0,1179.0,35.0,44.0,79.0,523.0,564.0,1087.0,47.111943,-119.265826
-119.2735,47.1296,94977,530522000000.0,2020-2021,WA,5305220,WA-13161,Moses Lake School District,Skill Source Reingagement Program,309 E. 5th Ave.,,Moses Lake,WA,98837,    ,(509)766-6300,No,No,Not Virtual,9,12,High,2-No,N,1,Alternative Education School,Currently operational ,33-Town: Remote,Grant County,135.0,125.0,10.0,,,,,,,,,,,0.0,0.0,32.0,148.0,,,,,,180.0,180.0,,-1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,53.0,62.0,115.0,2.0,5.0,7.0,30.0,23.0,53.0,47.1296,-119.2735
-122.4859,46.530402,94982,530525000000.0,2020-2021,WA,5305250,WA-21206,Mossyrock School District,Mossyrock Jr./Sr. High School,295 WILLIAMS ST,,MOSSYROCK,WA,98564,    ,(360)983-3183,No,No,Supplemental Virtual,7,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,43-Rural: Remote,Lewis County,131.0,106.0,25.0,,,,,,,,,52.0,41.0,47.0,43.0,33.0,27.0,,,,,,243.0,243.0,15.67000008,15.51,2.0,1.0,3.0,,1.0,1.0,,1.0,1.0,3.0,,3.0,44.0,30.0,74.0,1.0,2.0,3.0,84.0,73.0,157.0,46.530402,-122.485903
-120.7321,46.3794,94985,530528000000.0,2020-2021,WA,5305280,WA-39209,Mount Adams School District,White Swan High School,551 Signal Peak Road,,White Swan,WA,98952,578,(509)874-2324,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,42-Rural: Distant,Yakima County,237.0,237.0,0.0,,,,,,,,,,,65.0,56.0,59.0,59.0,,,,,,239.0,239.0,22.12000084,10.8,72.0,70.0,142.0,,,,,,,,,,35.0,41.0,76.0,2.0,10.0,12.0,4.0,5.0,9.0,46.3794,-120.7321
-122.2209,48.8258,94989,530531000000.0,2020-2021,WA,5305310,WA-37507,Mount Baker School District,Mount Baker Senior High,4936 DEMING RD,,DEMING,WA,98244,95,(360)383-2015,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,42-Rural: Distant,Whatcom County,264.0,212.0,52.0,,,,,,,,,,,119.0,144.0,129.0,136.0,,,,,,528.0,528.0,33.20000076,15.9,12.0,11.0,23.0,3.0,3.0,6.0,4.0,2.0,6.0,,,,44.0,32.0,76.0,18.0,10.0,28.0,192.0,197.0,389.0,48.8258,-122.2209
-120.4054,46.575,94995,530537000000.0,2020-2021,WA,5305370,WA-39090,East Valley School District (Yakima),East Valley High School,1900 Beaudry Road,,Yakima,WA,98901,8012,(509)573-7420,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,22-Suburb: Mid-size,Yakima County,507.0,395.0,112.0,,,,,,,,,,,255.0,228.0,228.0,196.0,,,,,,907.0,907.0,45.45000076,19.96,4.0,8.0,12.0,3.0,4.0,7.0,4.0,5.0,9.0,,,,225.0,222.0,447.0,11.0,11.0,22.0,218.0,191.0,409.0,46.575,-120.4054
-122.3271,48.4234,95003,530540000000.0,2020-2021,WA,5305400,WA-29320,Mount Vernon School District,Mount Vernon High School,314 N 9th St,,Mount Vernon,WA,98273,3327,(360)428-6156,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,13-City: Small,Skagit County,1187.0,980.0,207.0,,,,,,,,,,2.0,513.0,493.0,474.0,475.0,,,,,,1957.0,1957.0,102.0599976,19.17,4.0,7.0,11.0,23.0,18.0,41.0,7.0,8.0,15.0,5.0,14.0,19.0,527.0,570.0,1097.0,17.0,31.0,48.0,380.0,345.0,725.0,48.4234,-122.3271
-122.2361,47.8883,95016,530543000000.0,2020-2021,WA,5305430,WA-31006,Mukilteo School District,Mariner High School,200 120th Street SW,,Everett,WA,98204,    ,(425)366-5700,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,21-Suburb: Large,Snohomish County,1477.0,1117.0,360.0,,,,,,,,,,,554.0,636.0,642.0,581.0,,,,,,2413.0,2413.0,115.9199982,20.82,6.0,5.0,11.0,158.0,172.0,330.0,130.0,133.0,263.0,22.0,22.0,44.0,534.0,459.0,993.0,100.0,72.0,172.0,321.0,279.0,600.0,47.8883,-122.2361
-122.3019,47.9017,95021,530543000000.0,2020-2021,WA,5305430,WA-31006,Mukilteo School District,Kamiak High School,10801 Harbour Pointe Blvd,,Mukilteo,WA,98275,    ,(425)366-5400,No,No,Not Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,21-Suburb: Large,Snohomish County,502.0,364.0,138.0,,,,,,,,,,,589.0,531.0,524.0,509.0,,,,,,2153.0,2153.0,88.58999634,24.3,2.0,3.0,5.0,224.0,212.0,436.0,56.0,53.0,109.0,4.0,2.0,6.0,167.0,149.0,316.0,119.0,124.0,243.0,525.0,513.0,1038.0,47.9017,-122.3019
-122.2443,47.9107,95026,530543000000.0,2020-2021,WA,5305430,WA-31006,Mukilteo School District,ACES High School,9700 Holly Drive,,Everett,WA,98204,    ,(425)366-3900,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Alternative Education School,Currently operational ,12-City: Mid-size,Snohomish County,99.0,84.0,15.0,,,,,,,,,,,0.0,6.0,45.0,90.0,,,,,,141.0,141.0,13.5,10.44,3.0,1.0,4.0,2.0,1.0,3.0,7.0,5.0,12.0,2.0,2.0,4.0,37.0,30.0,67.0,4.0,5.0,9.0,16.0,26.0,42.0,47.9107,-122.2443
-120.7034,46.7361,95039,530546000000.0,2020-2021,WA,5305460,WA-39003,Naches Valley School District,Naches Valley High School,101 W. Fifth Street,,Naches,WA,98937,    ,(509)653-2342,No,No,Supplemental Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,41-Rural: Fringe,Yakima County,181.0,140.0,41.0,,,,,,,,,,,97.0,98.0,95.0,86.0,,,,,,376.0,376.0,20.69000053,18.17,1.0,2.0,3.0,1.0,1.0,2.0,,1.0,1.0,,,,47.0,51.0,98.0,6.0,4.0,10.0,139.0,123.0,262.0,46.7361,-120.7034
-122.9039,46.5771,95043,530549000000.0,2020-2021,WA,5305490,WA-21014,Napavine School District,Napavine Jr Sr High School,404 4th Ave NE,,Napavine,WA,98565,    ,(360)262-3301,No,No,Supplemental Virtual,7,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,41-Rural: Fringe,Lewis County,164.0,116.0,48.0,,,,,,,,,79.0,68.0,74.0,65.0,55.0,55.0,,,,,,396.0,396.0,22.18000031,17.85,,,,1.0,1.0,2.0,1.0,2.0,3.0,,,,33.0,32.0,65.0,11.0,9.0,20.0,168.0,138.0,306.0,46.5771,-122.9039
-123.8018,46.376734,95046,530552000000.0,2020-2021,WA,5305520,WA-25155,Naselle-Grays River Valley School District,Naselle-Grays River Valley Jr Sr High Schools,793 SR 4,,NASELLE,WA,98638,    ,(360)484-7121,No,No,Supplemental Virtual,6,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,43-Rural: Remote,Pacific County,94.0,77.0,17.0,,,,,,,,28.0,34.0,17.0,28.0,26.0,20.0,23.0,,,,,,176.0,176.0,10.32999992,17.04,,1.0,1.0,2.0,1.0,3.0,2.0,,2.0,,,,10.0,9.0,19.0,3.0,6.0,9.0,74.0,68.0,142.0,46.376734,-123.801799
-117.0621,48.1771,95048,530561000000.0,2020-2021,WA,5305610,WA-26056,Newport School District,Newport High School,1400 W. 5th Street,,Newport,WA,99156,70,(509)447-2481,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,32-Town: Distant,Pend Oreille County,194.0,154.0,40.0,,,,,,,,,,,92.0,80.0,94.0,83.0,,,,,,349.0,349.0,21.85000038,15.97,2.0,2.0,4.0,2.0,1.0,3.0,,,,1.0,1.0,2.0,6.0,11.0,17.0,13.0,5.0,18.0,153.0,152.0,305.0,48.1771,-117.0621
-117.55872,47.809088,95054,530564000000.0,2020-2021,WA,5305640,WA-32325,Nine Mile Falls School District,Lakeside High School,5909 Hwy 291,,Nine Mile Falls,WA,99026,    ,(509)340-4200,No,No,Not Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,31-Town: Fringe,Stevens County,110.0,84.0,26.0,,,,,,,,,,,118.0,112.0,132.0,122.0,,,,,,484.0,484.0,26.45000076,18.3,1.0,5.0,6.0,,2.0,2.0,3.0,3.0,6.0,,4.0,4.0,20.0,9.0,29.0,13.0,10.0,23.0,223.0,191.0,414.0,47.809088,-117.558724
-122.3074,48.964666,95058,530567000000.0,2020-2021,WA,5305670,WA-37506,Nooksack Valley School District,Nooksack Valley High School,3326 East Badger Road,,Everson,WA,98247,    ,(360)966-0106,No,No,Supplemental Virtual,7,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,41-Rural: Fringe,Whatcom County,249.0,207.0,42.0,,,,,,,,,0.0,0.0,129.0,123.0,104.0,119.0,,,,,,475.0,475.0,25.90999985,18.33,5.0,7.0,12.0,6.0,0.0,6.0,1.0,0.0,1.0,2.0,0.0,2.0,88.0,83.0,171.0,11.0,6.0,17.0,126.0,140.0,266.0,48.964666,-122.307397
-124.15839,47.019175,95064,530570000000.0,2020-2021,WA,5305700,WA-14064,North Beach School District No. 64,North Beach Senior High School,336 State Route 115,,Ocean Shores,WA,98569,    ,(360)289-3888,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,41-Rural: Fringe,Grays Harbor County,133.0,120.0,13.0,,,,,,,,,,,48.0,42.0,50.0,52.0,,,,,,192.0,192.0,9.350000381,20.53,13.0,10.0,23.0,3.0,2.0,5.0,2.0,4.0,6.0,,,,10.0,6.0,16.0,16.0,8.0,24.0,58.0,60.0,118.0,47.019175,-124.15839
-118.87264,46.662227,95070,530573000000.0,2020-2021,WA,5305730,WA-11051,North Franklin School District,Connell High School,1100 W. Clark St.,,Connell,WA,99326,829,(509)234-2911,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,41-Rural: Fringe,Franklin County,450.0,380.0,70.0,,,,,,,,,,,154.0,172.0,168.0,135.0,,,,,,629.0,629.0,30.52000046,20.61,,,,5.0,4.0,9.0,3.0,,3.0,,,,254.0,190.0,444.0,,1.0,1.0,92.0,80.0,172.0,46.662227,-118.872644
-122.6255,47.7344,95078,530576000000.0,2020-2021,WA,5305760,WA-18400,North Kitsap School District,North Kitsap High School,1780 NE Hostmark St,,Poulsbo,WA,98370,7682,(360)396-3100,No,No,Supplemental Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,22-Suburb: Mid-size,Kitsap County,217.0,155.0,62.0,,,,,,,,,,,249.0,222.0,252.0,252.0,,,,,,975.0,975.0,39.5,24.68,5.0,2.0,7.0,18.0,26.0,44.0,8.0,7.0,15.0,5.0,1.0,6.0,88.0,65.0,153.0,45.0,58.0,103.0,331.0,315.0,646.0,47.7344,-122.6255
-122.5202,47.8,95088,530576000000.0,2020-2021,WA,5305760,WA-18400,North Kitsap School District,Kingston High School,26201 Siyaya Avenue NE,,Kingston,WA,98346,    ,(360)396-3300,No,Yes,Supplemental Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,41-Rural: Fringe,Kitsap County,211.0,174.0,37.0,,,,,,,,,,,161.0,130.0,157.0,163.0,,,,,,611.0,611.0,23.89999962,25.56,28.0,23.0,51.0,11.0,6.0,17.0,4.0,2.0,6.0,5.0,1.0,6.0,50.0,43.0,93.0,35.0,32.0,67.0,192.0,179.0,371.0,47.8,-122.5202
-122.84135,47.413467,95092,530579000000.0,2020-2021,WA,5305790,WA-23403,North Mason School District,North Mason Senior High School,150 E North Mason School Road,,Belfair,WA,98528,    ,(360)277-2303,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,41-Rural: Fringe,Mason County,319.0,281.0,38.0,,,,,,,,,,,136.0,170.0,167.0,174.0,,,,,,647.0,647.0,34.27999878,18.87,9.0,2.0,11.0,3.0,4.0,7.0,1.0,4.0,5.0,1.0,3.0,4.0,105.0,66.0,171.0,19.0,16.0,35.0,212.0,201.0,413.0,47.413467,-122.841348
-122.8324,47.052,95109,530585000000.0,2020-2021,WA,5305850,WA-34003,North Thurston Public Schools,North Thurston High School,600 Sleater Kinney Rd NE,,Lacey,WA,98506,5257,(360)412-4800,No,No,Supplemental Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,13-City: Small,Thurston County,564.0,449.0,115.0,,,,,,,,,,,317.0,366.0,372.0,360.0,,,,,,1415.0,1415.0,66.48999786,21.28,4.0,7.0,11.0,88.0,75.0,163.0,32.0,21.0,53.0,18.0,18.0,36.0,146.0,137.0,283.0,100.0,83.0,183.0,356.0,329.0,685.0,47.052,-122.8324
-122.8006,47.0081,95112,530585000000.0,2020-2021,WA,5305850,WA-34003,North Thurston Public Schools,Timberline High School,6120 Mullen Rd SE,,Lacey,WA,98503,7199,(360)412-4860,No,No,Supplemental Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,13-City: Small,Thurston County,534.0,395.0,139.0,,,,,,,,,,,357.0,351.0,339.0,390.0,,,,,,1437.0,1437.0,61.09000015,23.52,4.0,2.0,6.0,55.0,42.0,97.0,56.0,36.0,92.0,27.0,22.0,49.0,122.0,144.0,266.0,96.0,100.0,196.0,370.0,358.0,728.0,47.0081,-122.8006
-122.7519,47.0561,95113,530585000000.0,2020-2021,WA,5305850,WA-34003,North Thurston Public Schools,River Ridge High School,350 River Ridge Drive SE,,Lacey,WA,98513,    ,(360)412-4820,No,No,Supplemental Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,13-City: Small,Thurston County,581.0,450.0,131.0,,,,,,,,,,,408.0,359.0,362.0,354.0,,,,,,1483.0,1483.0,65.80000305,22.54,16.0,12.0,28.0,69.0,57.0,126.0,35.0,61.0,96.0,17.0,18.0,35.0,178.0,151.0,329.0,108.0,126.0,234.0,313.0,322.0,635.0,47.0561,-122.7519
-122.82528,47.05212,95121,530585000000.0,2020-2021,WA,5305850,WA-34003,North Thurston Public Schools,Envision Career Academy,411 College St NE,,Lacey,WA,98516,    ,(360)412-4880,No,Yes,Supplemental Virtual,9,12,High,2-No,N,3,Alternative Education School,New school,13-City: Small,Thurston County,55.0,48.0,7.0,,,,,,,,,,,54.0,26.0,1.0,19.0,,,,,,100.0,100.0,7.699999809,12.99,,1.0,1.0,2.0,,2.0,3.0,4.0,7.0,,,,9.0,6.0,15.0,11.0,5.0,16.0,44.0,15.0,59.0,47.05212,-122.825282
-122.2191,47.7606,95127,530591000000.0,2020-2021,WA,5305910,WA-17417,Northshore School District,Bothell High School,9130 NE 180 ST,,Bothell,WA,98011,3360,(425)408-7018,No,No,Supplemental Virtual,9,12,High,1-Yes,2-No,1,Regular school,Currently operational ,21-Suburb: Large,King County,264.0,204.0,60.0,,,,,,,,,,,440.0,458.0,439.0,389.0,,,,,,1726.0,1726.0,82.0,21.05,1.0,2.0,3.0,93.0,105.0,198.0,19.0,15.0,34.0,,,,129.0,134.0,263.0,81.0,81.0,162.0,529.0,534.0,1063.0,47.7606,-122.2191
-122.2225,47.7407,95133,530591000000.0,2020-2021,WA,5305910,WA-17417,Northshore School District,Inglemoor HS,15500 Simonds RD NE,,Kenmore,WA,98028,4430,(425)408-7200,No,No,Not Virtual,9,12,High,1-Yes,2-No,1,Regular school,Currently operational ,21-Suburb: Large,King County,211.0,155.0,56.0,,,,,,,,,,,388.0,412.0,403.0,413.0,,,,,,1616.0,1616.0,81.0,19.95,3.0,4.0,7.0,139.0,147.0,286.0,14.0,17.0,31.0,2.0,2.0,4.0,147.0,120.0,267.0,85.0,72.0,157.0,442.0,412.0,854.0,47.7407,-122.2225
-122.1619,47.7712,95149,530591000000.0,2020-2021,WA,5305910,WA-17417,Northshore School District,Woodinville HS,19819 136 NE,,Woodinville,WA,98072,8775,(425)408-7400,No,No,Supplemental Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,21-Suburb: Large,King County,118.0,83.0,35.0,,,,,,,,,,,432.0,421.0,425.0,430.0,,,,,,1708.0,1708.0,79.19999695,21.57,1.0,,1.0,82.0,77.0,159.0,13.0,5.0,18.0,1.0,1.0,2.0,86.0,87.0,173.0,75.0,58.0,133.0,627.0,591.0,1218.0,47.7712,-122.1619
-122.18243,47.82446,95160,530591000000.0,2020-2021,WA,5305910,WA-17417,Northshore School District,North Creek High School,3613 191st PL SE,,Bothell,WA,98012,    ,(425)408-8800,No,No,Not Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,21-Suburb: Large,Snohomish County,208.0,153.0,55.0,,,,,,,,,,,489.0,412.0,378.0,484.0,,,,,,1763.0,1763.0,85.37999725,20.65,5.0,4.0,9.0,294.0,331.0,625.0,21.0,21.0,42.0,3.0,3.0,6.0,98.0,81.0,179.0,66.0,54.0,120.0,438.0,334.0,772.0,47.82446,-122.182429
-122.20311,47.79423,95163,530591000000.0,2020-2021,WA,5305910,WA-17417,Northshore School District,Innovation Lab High School,2020 224th Street SE,,Bothell,WA,98021,    ,(425)408-6000,No,No,Not Virtual,9,12,High,2-No,N,3,Regular school,New school,21-Suburb: Large,Snohomish County,11.0,6.0,5.0,,,,,,,,,,,102.0,37.0,0.0,0.0,,,,,,139.0,139.0,8.550000191,16.26,0.0,0.0,0.0,14.0,14.0,28.0,3.0,1.0,4.0,0.0,0.0,0.0,6.0,4.0,10.0,6.0,7.0,13.0,50.0,32.0,82.0,47.79423,-122.203111
-122.6683,48.3017,95168,530594000000.0,2020-2021,WA,5305940,WA-15201,Oak Harbor School District,Oak Harbor High School,950 NW 2nd Ave.,,Oak Harbor,WA,98277,    ,(360)279-5400,No,No,Supplemental Virtual,9,12,High,1-Yes,2-No,1,Regular school,Currently operational ,32-Town: Distant,Island County,509.0,378.0,131.0,,,,,,,,,,,379.0,362.0,382.0,367.0,,,,,,1490.0,1490.0,83.0,17.95,5.0,5.0,10.0,56.0,53.0,109.0,31.0,37.0,68.0,11.0,2.0,13.0,130.0,126.0,256.0,81.0,69.0,150.0,431.0,450.0,881.0,48.3017,-122.6683
-123.24079,46.841324,95178,530600000000.0,2020-2021,WA,5306000,WA-14400,Oakville School District,Oakville High School,103 SCHOOL ST,,OAKVILLE,WA,98568,90,(360)273-5947,No,No,Supplemental Virtual,6,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,42-Rural: Distant,Grays Harbor County,88.0,75.0,13.0,,,,,,,,14.0,13.0,24.0,27.0,28.0,16.0,14.0,,,,,,136.0,136.0,10.78999996,12.6,19.0,13.0,32.0,,,,,,,,,,11.0,9.0,20.0,5.0,6.0,11.0,32.0,41.0,73.0,46.841324,-123.240785
-124.04013,46.313809,95184,530606000000.0,2020-2021,WA,5306060,WA-25101,Ocean Beach School District,Ilwaco High School,404 School Rd,,Ilwaco,WA,98624,    ,(360)642-3731,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,42-Rural: Distant,Pacific County,179.0,154.0,25.0,,,,,,,,,,,81.0,82.0,82.0,57.0,,,,,,302.0,302.0,12.94999981,23.32,1.0,1.0,2.0,2.0,,2.0,,1.0,1.0,,,,26.0,23.0,49.0,14.0,8.0,22.0,113.0,113.0,226.0,46.313809,-124.040127
-124.10074,46.864098,95189,530609000000.0,2020-2021,WA,5306090,WA-14172,Ocosta School District,Ocosta Junior - Senior High,2580 S Montesano St,,Westport,WA,98595,9746,(360)268-9125,No,No,Supplemental Virtual,7,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,42-Rural: Distant,Grays Harbor County,222.0,213.0,9.0,,,,,,,,,45.0,56.0,53.0,39.0,38.0,53.0,,,,,,284.0,284.0,15.39999962,18.44,9.0,4.0,13.0,,1.0,1.0,,1.0,1.0,,,,44.0,27.0,71.0,19.0,18.0,37.0,87.0,74.0,161.0,46.864098,-124.100741
-118.6886,47.3307,95191,530612000000.0,2020-2021,WA,5306120,WA-22105,Odessa School District,Odessa High School,311 SOUTH FIRST STREET,,ODESSA,WA,99159,248,(509)982-2111,No,No,Supplemental Virtual,7,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,43-Rural: Remote,Lincoln County,36.0,24.0,12.0,,,,,,,,,16.0,17.0,21.0,18.0,17.0,16.0,,,,,,105.0,105.0,9.510000229,11.04,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,6.0,4.0,10.0,,,,54.0,36.0,90.0,47.3307,-118.6886
-119.5853,48.365,95193,530615000000.0,2020-2021,WA,5306150,WA-24105,Okanogan School District,Okanogan High School,244 South 5th Street,,Okanogan,WA,98840,592,(509)422-3770,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,33-Town: Remote,Okanogan County,159.0,130.0,29.0,,,,,,,,,,,82.0,88.0,73.0,68.0,,,,,,311.0,311.0,15.71000004,19.8,12.0,15.0,27.0,1.0,,1.0,2.0,,2.0,,,,53.0,36.0,89.0,9.0,11.0,20.0,91.0,81.0,172.0,48.365,-119.5853
-122.9355,47.0506,95199,530618000000.0,2020-2021,WA,5306180,WA-34111,Olympia School District,Capital High School,2707 CONGER AVE NW,,OLYMPIA,WA,98502,4590,(360)596-8000,No,No,Supplemental Virtual,9,12,High,1-Yes,2-No,1,Regular school,Currently operational ,13-City: Small,Thurston County,410.0,347.0,63.0,,,,,,,,,,,363.0,342.0,320.0,343.0,,,,,,1368.0,1368.0,63.65999985,21.49,10.0,6.0,16.0,54.0,50.0,104.0,20.0,33.0,53.0,5.0,5.0,10.0,98.0,94.0,192.0,81.0,64.0,145.0,451.0,393.0,844.0,47.0506,-122.9355
-122.8847,47.0182,95209,530618000000.0,2020-2021,WA,5306180,WA-34111,Olympia School District,Olympia High School,1302 NORTH ST SE,,OLYMPIA,WA,98501,3697,(360)596-7000,No,No,Supplemental Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,13-City: Small,Thurston County,296.0,224.0,72.0,,,,,,,,,,,442.0,494.0,481.0,456.0,,,,,,1873.0,1873.0,79.02999878,23.7,2.0,2.0,4.0,80.0,92.0,172.0,17.0,19.0,36.0,4.0,4.0,8.0,95.0,92.0,187.0,93.0,87.0,180.0,685.0,592.0,1277.0,47.0182,-122.8847
-122.8875,47.0435,95215,530618000000.0,2020-2021,WA,5306180,WA-34111,Olympia School District,Avanti High School,1113 LEGION WAY SE,,OLYMPIA,WA,98501,1652,(360)596-7900,No,No,Not Virtual,9,12,High,1-Yes,2-No,1,Alternative Education School,Currently operational ,13-City: Small,Thurston County,37.0,29.0,8.0,,,,,,,,,,,18.0,34.0,43.0,40.0,,,,,,135.0,135.0,7.599999905,17.76,,,,,,,,4.0,4.0,,,,6.0,6.0,12.0,1.0,9.0,10.0,47.0,61.0,108.0,47.0435,-122.8875
-119.5345,48.409487,95221,530622000000.0,2020-2021,WA,5306220,WA-24019,Omak School District,Omak High School,20 SOUTH CEDAR,,OMAK,WA,98841,833,(509)826-5150,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,33-Town: Remote,Okanogan County,291.0,278.0,13.0,,,,,,,,,,1.0,145.0,112.0,98.0,72.0,,,,,,428.0,428.0,26.89999962,15.91,48.0,47.0,95.0,1.0,2.0,3.0,1.0,1.0,2.0,,,,53.0,54.0,107.0,34.0,19.0,53.0,82.0,85.0,167.0,48.409487,-119.5345
-119.53782,48.411047,95225,530622000000.0,2020-2021,WA,5306220,WA-24019,Omak School District,Washington Virtual Academy Omak High School,619 West Bartlett Ave.,,Omak,WA,98841,    ,(509)826-8681,No,No,Full Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,33-Town: Remote,Okanogan County,899.0,842.0,57.0,,,,,,,,,,,646.0,532.0,354.0,290.0,,,,,,1822.0,1822.0,64.98999786,28.04,5.0,12.0,17.0,31.0,40.0,71.0,39.0,53.0,92.0,5.0,10.0,15.0,57.0,105.0,162.0,23.0,49.0,72.0,685.0,707.0,1392.0,48.411047,-119.537815
